11930;5844.4236
11818.526;5844.9636
11707.052;5845.5136
11595.578;5846.0636
11484.104;5846.6236
11372.631;5847.1936
11261.158;5847.7736
11149.685;5848.3636
11038.21;5848.9636
10926.73;5849.5636
10815.26;5850.1736
10703.79;5850.7736
10592.31;5851.3936
10480.83;5852.0236
10369.36;5852.6536
10257.89;5853.2836
10146.42;5853.9136
10034.95;5854.5536
9923.47000000001;5855.1836
9812.00000000001;5855.8236
9700.53000000001;5856.4636
9589.05000000001;5857.1036
9477.58000000001;5857.7436
9366.10000000001;5858.3736
9254.63000000001;5859.0036
9143.16000000001;5859.6336
9031.69000000001;5860.2536
8920.21000000001;5860.8636
8808.74000000001;5861.4736
8697.26000000001;5862.0636
8585.79000000001;5862.6536
8474.32000000001;5863.2336
8362.84000000001;5863.7936
8251.37000000001;5864.3336
8139.89000000001;5864.8636
8028.42000000001;5865.3736
7916.94000000001;5865.8636
7805.46000000002;5866.3236
7693.99000000001;5866.7636
7582.52000000001;5867.1636
7471.04000000001;5867.5336
7359.57000000001;5867.8636
7248.09000000002;5868.1536
7136.61000000002;5868.4036
7025.14000000002;5868.5936
6913.66000000002;5868.7236
6802.19000000002;5868.8036
6690.71000000002;5868.8036
6579.24000000002;5868.7236
6467.77000000002;5868.5536
6356.29000000002;5868.2836
6244.82000000002;5867.8936
6133.34000000002;5867.3636
6021.86000000002;5866.6836
5910.39000000002;5865.8136
5798.92000000002;5864.7436
5687.45000000002;5863.4036
5575.99000000002;5861.7436
5464.53000000002;5859.7036
5353.09000000002;5857.1536
5241.66000000002;5853.9336
5130.26000000002;5849.7536
5018.93000000002;5844.0436
4907.80000000002;5835.4136
4798.50000000002;5815.4036
4714.53000000002;5758.3036
4647.43000000002;5682.2036
4630.97000000002;5586.1836
4715.88000000002;5536.2736
4837.49000000001;5545.1136
4959.42000000002;5556.3636
5081.87000000001;5554.0436
5203.66000000001;5540.9736
5284.00000000002;5523.6436
5363.83000000001;5503.9636
5444.76000000002;5489.7136
5526.36000000002;5494.0036
5585.90000000002;5546.7936
5625.28000000002;5617.7636
5674.64000000002;5680.6036
5740.12000000001;5643.4936
5762.04000000001;5522.5936
5734.08000000001;5403.4936
5642.47000000002;5356.7336
5657.61000000002;5233.3436
5668.34000000002;5108.6836
5642.03000000001;4986.0236
5595.07000000001;4869.4836
5543.08000000001;4781.5436
5465.31000000001;4716.4936
5365.50000000001;4698.8936
5264.83000000001;4716.2536
5174.32000000001;4750.0636
5085.38000000001;4787.9536
4995.74000000001;4824.1536
4904.28000000001;4855.4336
4810.10000000001;4876.8836
4713.86000000001;4876.9536
4632.25000000001;4829.3536
4600.01000000001;4739.4736
4634.57000000001;4639.0336
4737.60000000001;4600.8936
4848.45000000001;4593.9336
4959.58000000001;4596.5536
5070.62000000001;4601.6636
5181.72000000002;4605.4336
5292.87000000001;4604.6036
5403.60000000001;4595.2936
5482.76000000001;4585.0136
5433.56000000001;4534.9036
5356.71000000001;4455.2336
5299.45000000001;4360.3736
5259.04000000001;4257.1036
5231.54000000001;4149.6336
5213.52000000001;4040.1436
5202.29000000001;3929.7436
5195.64000000001;3818.9636
5191.50000000001;3708.0636
5183.90000000001;3622.4936
5140.12000000001;3552.7036
5055.46000000001;3541.6736
4969.48000000001;3542.7536
4843.08000000001;3534.6736
4762.80000000002;3450.1636
4856.23000000002;3408.3136
4963.72000000002;3399.0836
5071.62000000001;3399.7736
5178.02000000001;3415.5336
5259.01000000001;3511.5936
5392.62000000001;3508.4736
5468.40000000001;3497.1636
5501.38000000001;3432.2936
5389.19000000001;3371.5936
5364.06000000001;3294.1436
5375.80000000001;3211.3736
5387.94000000001;3128.6636
5357.27000000001;3054.7136
5250.80000000001;3053.2836
5143.87000000001;3062.0036
5036.72000000001;3066.7536
4945.45000000001;3033.9336
5003.48000000001;2986.9536
5082.01000000001;2979.5836
5161.01000000001;2982.0836
5239.79000000001;2980.0536
5311.83000000001;2934.1336
5336.82000000001;2850.7636
5357.05000000001;2765.6636
5385.96000000001;2683.1236
5422.69000000001;2603.7336
5465.37000000001;2527.3736
5512.55000000001;2453.6936
5563.19000000001;2382.3436
5624.84000000001;2310.1136
5658.62000000001;2223.9136
5618.11000000001;2146.5136
5545.62000000001;2095.4636
5464.18000000001;2059.7436
5379.92000000001;2031.1236
5294.83000000001;2005.0636
5210.09000000001;1977.8836
5127.72000000001;1944.3536
5057.04000000001;1891.5636
5041.21000000001;1815.0736
5070.09000000001;1739.6636
5085.26000000001;1661.1136
5051.10000000001;1589.1936
4950.77000000001;1531.6836
4834.33000000001;1522.5836
4722.09000000001;1554.2436
4644.20000000001;1638.3536
4640.45000000001;1733.9136
4687.44000000001;1816.7336
4787.66000000001;1838.5136
4889.50000000001;1852.6036
4873.86000000001;1911.2736
4783.22000000001;1919.8236
4692.05000000001;1919.1536
4600.93000000001;1917.3036
4509.73000000001;1940.9736
4421.07000000001;1973.0036
4336.34000000001;2014.2036
4270.81000000001;2079.1336
4355.38000000001;2170.0236
4429.92000000001;2257.5936
4412.83000000001;2374.3536
4368.73000000001;2508.3436
4341.28000000001;2646.0636
4356.42000000001;2721.7336
4388.90000000001;2792.0936
4422.01000000001;2862.1736
4438.54000000001;2937.5536
4413.24000000001;3008.2036
4362.84000000001;3065.5436
4359.49000000001;3209.9036
4322.79000000001;3344.4736
4249.75000000001;3439.7436
4313.38000000001;3490.1536
4398.51000000001;3491.5636
4483.64000000001;3484.9336
4565.02000000001;3503.7136
4595.71000000001;3593.8636
4595.64000000001;3691.0836
4586.10000000001;3787.8936
